PathFileType	4	(X/Y/Z)	D:\TRACE\spotREDO_2-26-24\spot_justBody_Motion_2_2-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      5046	5	mm	100.00	1	      5046
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-696.83838	-3.73827	-575.54871	718.12634	5.36206	-491.07861	-768.12970	4.84828	643.46484	802.25073	12.14916	646.64496	12.58541	623.49310	-982.06110	
2	0.010	-696.87036	-3.77620	-575.53595	718.04199	5.17759	-491.24619	-768.14996	4.75059	643.39740	802.43982	11.70064	646.52338	12.54323	623.50854	-981.79218	
3	0.020	-696.88434	-3.82011	-575.56012	718.04340	5.12946	-491.28204	-768.11688	4.68955	643.35443	802.36188	11.79846	646.41626	12.64600	623.43213	-981.67804	
4	0.030	-696.88770	-3.79332	-575.57635	718.02466	5.10267	-491.24884	-768.06659	4.68392	643.36945	802.33380	12.12004	646.63544	12.74960	623.32220	-981.59479	
5	0.040	-696.86475	-3.78311	-575.58228	718.04968	5.18992	-491.23819	-768.11017	4.86419	643.44598	802.39630	11.85744	646.39435	12.60723	623.36688	-981.62817	
6	0.050	-696.82703	-3.79156	-575.57251	718.14661	5.21198	-491.18762	-768.10815	4.99075	643.45435	802.31061	11.99653	646.37689	12.57726	623.41327	-981.78015	
7	0.060	-696.87390	-3.74751	-575.55432	718.14178	5.26761	-491.15076	-768.12140	4.91219	643.42847	802.28516	12.01604	646.31427	12.57785	623.42578	-982.01813	
8	0.070	-696.88727	-3.74712	-575.57056	718.06647	5.20424	-491.24258	-767.84888	4.20109	643.53741	802.39648	11.79343	646.41217	12.59709	623.37042	-982.25372	
9	0.080	-696.89886	-3.79684	-575.54443	718.03943	5.16376	-491.19388	-767.81580	4.23048	643.64911	802.33716	11.71875	646.54834	12.69602	623.33264	-982.45673	
10	0.090	-696.87732	-3.80876	-575.56506	718.04956	5.09132	-491.18799	-767.92303	4.36533	643.39465	802.42883	11.76443	646.47687	12.70463	623.36542	-982.59033	
11	0.100	-696.80591	-3.75468	-575.52698	718.04102	5.24099	-491.19687	-767.96832	4.46395	643.41547	802.37042	11.76010	646.45050	12.62976	623.43933	-982.53473	
12	0.110	-696.79810	-3.68926	-575.54285	718.12457	5.36411	-491.06433	-767.96185	4.60312	643.50171	802.42328	11.91957	646.41376	12.57313	623.47809	-982.45251	
13	0.120	-696.82904	-3.74280	-575.52399	718.14191	5.28208	-491.09787	-767.98419	4.64171	643.48578	802.29132	12.18700	646.62274	12.65889	623.39362	-982.21423	
14	0.130	-696.87653	-3.81126	-575.55591	718.03284	5.21008	-491.20557	-767.98846	4.62806	643.40472	802.36145	11.93195	646.38696	12.60075	623.36212	-981.98303	
15	0.140	-696.89404	-3.82976	-575.58643	718.02429	5.07158	-491.22385	-767.98358	4.50909	643.36945	802.40204	11.89669	646.37714	12.64848	623.37701	-981.71619	
16	0.150	-696.85260	-3.82521	-575.55975	717.96307	5.13444	-491.20831	-768.09418	4.67235	643.37909	802.26849	11.97666	646.37115	12.62606	623.36926	-981.60278	
17	0.160	-696.82965	-3.76337	-575.54242	718.07416	5.25974	-491.15768	-768.06000	4.86886	643.48370	802.31219	11.91638	646.38165	12.60870	623.40747	-981.63458	
18	0.170	-696.83643	-3.72752	-575.51984	718.06293	5.34334	-491.06525	-768.07166	4.87123	643.50549	802.24585	12.17042	646.62689	12.61714	623.46997	-981.73718	
19	0.180	-696.87610	-3.72711	-575.53961	718.14496	5.26744	-491.13718	-768.04211	4.82821	643.53235	802.30109	12.14748	646.62671	12.57819	623.46649	-981.85284	
20	0.190	-696.85181	-3.78096	-575.55347	717.99792	5.16852	-491.24069	-768.06488	4.72444	643.50751	802.35626	12.14363	646.61414	12.58587	623.44159	-982.01355	
21	0.200	-696.86945	-3.79863	-575.53711	717.99841	5.09286	-491.21347	-767.98535	4.66877	643.47205	802.42578	11.85294	646.41785	12.56809	623.46643	-982.21301	
22	0.210	-696.83148	-3.76049	-575.52124	718.02539	5.17604	-491.18796	-768.08679	4.72259	643.48633	802.32910	11.87771	646.37500	12.56203	623.45831	-982.31525	
23	0.220	-696.83179	-3.72637	-575.51813	718.10333	5.30447	-491.04294	-768.08173	4.84145	643.49652	802.32489	12.00060	646.38110	12.57055	623.40277	-982.33185	
24	0.230	-696.82306	-3.77052	-575.55719	718.10431	5.28363	-491.09564	-768.04144	4.89177	643.50226	802.23688	12.19908	646.61035	12.17703	623.39618	-982.34473	
25	0.240	-696.84631	-3.78796	-575.57709	718.08173	5.23480	-491.17163	-768.06525	4.83416	643.46991	802.32861	11.97754	646.41534	12.65728	623.35693	-982.27600	
26	0.250	-696.88153	-3.80695	-575.58289	717.99219	5.12360	-491.18961	-768.02710	4.73619	643.47620	802.36414	11.97375	646.35681	12.64203	623.28174	-982.17834	
27	0.260	-696.84821	-3.82281	-575.58374	717.98706	5.07262	-491.25128	-768.03278	4.70434	643.46381	802.34210	11.90372	646.33807	12.56531	623.30463	-982.14795	
28	0.270	-696.83600	-3.77533	-575.52631	718.06152	5.22115	-491.13525	-768.04462	4.79504	643.49451	802.38251	11.94150	646.44464	12.64519	623.36591	-982.07214	
29	0.280	-696.83923	-3.75536	-575.52502	718.14453	5.28655	-491.07956	-768.04785	4.80785	643.53516	802.43097	11.80725	646.42163	12.68382	623.45050	-982.02142	
30	0.290	-696.84845	-3.73985	-575.53333	718.11456	5.31648	-491.06503	-768.07123	4.82677	643.52032	802.19812	12.09931	646.68048	12.68036	623.45929	-981.92145	
31	0.300	-696.85773	-3.77052	-575.53986	718.05365	5.19197	-491.18784	-768.02930	4.73145	643.47998	802.26904	12.13075	646.64880	12.72703	623.50348	-981.83527	
32	0.310	-696.87598	-3.76674	-575.55054	717.96417	5.14121	-491.21884	-768.04834	4.71539	643.49084	802.34955	11.81714	646.43646	12.75201	623.46594	-981.75555	
33	0.320	-696.87457	-3.80516	-575.54309	718.06909	5.15075	-491.20581	-768.06189	4.71097	643.45563	802.22668	12.13604	646.62769	12.76932	623.40662	-981.76196	
34	0.330	-696.80688	-3.82694	-575.54309	718.07971	5.18249	-491.17270	-768.07532	4.83262	643.38019	802.29401	12.13456	646.66193	12.81784	623.40198	-981.82422	
