PathFileType	4	(X/Y/Z)	D:\TRACE\spotREDO_2-26-24\spot_justBody_Motion_2_7-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-697.01624	-3.78519	-575.61115	717.95618	5.22581	-491.22601	-768.22394	4.43497	642.94714	801.85175	11.70400	646.93732	12.40890	623.47229	-982.36224	
2	0.010	-697.01941	-3.79677	-575.61548	717.95123	5.14149	-491.28137	-768.18793	4.54885	642.98059	801.85303	11.69674	646.94476	12.41166	623.44958	-982.34155	
3	0.020	-697.01398	-3.84821	-575.61261	717.93018	5.02769	-491.20160	-768.35535	4.54509	642.89966	801.88861	11.75502	646.92053	12.33498	623.41992	-982.34277	
4	0.030	-696.98761	-3.81895	-575.56793	717.93182	5.04649	-491.23709	-768.21564	4.71593	643.00867	801.86713	11.75422	646.90466	12.39064	623.37750	-982.36047	
5	0.040	-696.98444	-3.83245	-575.63464	717.92773	5.14752	-491.29306	-768.28162	4.61574	642.85828	801.89227	11.80640	646.89563	12.40974	623.40192	-982.44507	
6	0.050	-697.02625	-3.77407	-575.59717	717.88617	5.17913	-491.22433	-768.30762	4.66074	642.90637	801.93634	11.80259	646.87842	12.42278	623.38446	-982.56555	
7	0.060	-697.04620	-3.81660	-575.59619	717.94098	5.15358	-491.31152	-768.31171	4.56268	642.90857	801.92926	11.78428	646.89722	12.32813	623.39258	-982.69843	
8	0.070	-697.03851	-3.83480	-575.61133	717.93573	5.04277	-491.20737	-768.24817	4.63303	642.98438	801.89795	11.74364	646.91272	12.24131	623.36230	-982.80066	
9	0.080	-697.00128	-3.82924	-575.59595	717.99622	5.11135	-491.18588	-768.24799	4.57628	643.01208	801.92194	11.72266	646.92969	12.23253	623.34583	-982.83447	
10	0.090	-697.00537	-3.84560	-575.58087	717.94806	5.14035	-491.25473	-768.29486	4.51039	642.86188	801.92480	11.70773	646.92218	12.27419	623.37463	-982.79468	
11	0.100	-696.99390	-3.78686	-575.57776	717.92273	5.17065	-491.26941	-768.30762	4.62157	642.88684	801.91437	11.70234	646.90814	12.36525	623.40283	-982.71875	
12	0.110	-697.02338	-3.77839	-575.56024	717.94928	5.21114	-491.21771	-768.34821	4.60512	642.89691	801.87457	11.68420	646.90747	12.37759	623.42505	-982.58423	
13	0.120	-697.03339	-3.82761	-575.60999	717.94910	5.11557	-491.31393	-768.18353	4.57434	642.98816	801.90308	11.74420	646.91461	12.30018	623.43127	-982.50867	
14	0.130	-696.99078	-3.85675	-575.60681	717.83295	4.83266	-491.29257	-768.26971	4.36927	642.91180	801.90637	11.72563	646.91278	12.40850	623.38892	-982.36267	
15	0.140	-697.00824	-3.84870	-575.60437	717.82324	5.01106	-491.38721	-768.18494	4.57719	643.02429	801.95679	11.72149	646.89856	12.40330	623.36365	-982.28461	
16	0.150	-697.00940	-3.80797	-575.61871	717.89313	5.02536	-491.34494	-768.29852	4.53915	642.87274	801.99542	11.74620	646.92230	12.47362	623.39368	-982.26160	
17	0.160	-696.90332	-3.88023	-575.69415	717.79889	5.12180	-491.29660	-768.33264	4.60576	642.84833	801.89673	11.70661	646.89392	12.47062	623.42310	-982.31512	
18	0.170	-696.91669	-3.84771	-575.68524	717.89429	5.13885	-491.29218	-768.39355	4.58181	642.90643	801.90576	11.70037	646.89178	12.38545	623.41943	-982.42529	
19	0.180	-696.95483	-3.83007	-575.63397	717.92126	5.13136	-491.28564	-768.29297	4.39829	642.92712	801.86816	11.64590	646.90082	12.40087	623.41058	-982.56561	
20	0.190	-696.96838	-3.78790	-575.64209	717.97113	5.06044	-491.20258	-768.22949	4.50423	643.05219	801.92023	11.67894	646.90948	12.33644	623.37866	-982.73798	
21	0.200	-696.98517	-3.73851	-575.65906	717.95087	5.14631	-491.25461	-768.20270	4.58168	643.07648	801.91968	11.71020	646.90881	12.24704	623.36206	-982.81744	
22	0.210	-696.99817	-3.77881	-575.64673	717.96783	5.18349	-491.28992	-768.28424	4.50942	642.92932	801.93396	11.68585	646.90485	12.34087	623.34802	-982.82886	
23	0.220	-696.99310	-3.74479	-575.63922	717.93042	5.20820	-491.30670	-767.94714	3.71773	643.14722	801.85486	11.68119	646.87964	12.29442	623.38318	-982.76642	
24	0.230	-697.02307	-3.75780	-575.66736	717.97406	5.20285	-491.16989	-767.99988	3.88417	643.19904	801.93878	11.72120	646.92633	12.49304	623.32880	-982.69171	
25	0.240	-697.00482	-3.80207	-575.65588	717.98511	5.17966	-491.23618	-767.97217	4.18072	643.20404	801.87756	11.72905	646.91315	12.40307	623.34119	-982.64819	
26	0.250	-696.97028	-3.79955	-575.65222	718.01929	5.13079	-491.21991	-767.97028	4.25881	643.07800	801.93341	11.71713	646.91998	12.38410	623.35291	-982.53442	
27	0.260	-697.02234	-3.71711	-575.69775	717.99634	5.21256	-491.27689	-767.90948	4.18037	643.06116	801.90717	11.72137	646.88385	12.36125	623.40167	-982.50592	
28	0.270	-697.03040	-3.73563	-575.68018	717.97064	5.24028	-491.19165	-767.93512	4.13027	643.06909	801.88672	11.68090	646.87964	12.35929	623.42633	-982.45770	
29	0.280	-697.01428	-3.75095	-575.66266	717.98938	5.22163	-491.15686	-768.09979	4.14277	643.06622	802.01105	11.75796	646.91101	12.36092	623.43481	-982.43848	
30	0.290	-696.98547	-3.74508	-575.65308	718.01129	5.26509	-491.18948	-767.89008	4.07712	643.11493	801.88025	11.66823	646.91638	12.44736	623.40930	-982.45618	
31	0.300	-696.97223	-3.76858	-575.64270	718.06482	5.17709	-491.14352	-767.84534	4.07885	643.13574	801.92041	11.72294	646.92487	12.38747	623.40747	-982.45087	
32	0.310	-696.95624	-3.78251	-575.64709	718.10107	5.21290	-491.10602	-768.10474	4.03008	643.02460	801.92682	11.69050	646.91180	12.34846	623.40637	-982.55273	
33	0.320	-697.00244	-3.73655	-575.69794	717.98163	5.21071	-491.21030	-767.89404	4.13815	643.07172	801.91846	11.69704	646.89789	12.34540	623.39435	-982.61395	
34	0.330	-697.03015	-3.77474	-575.69208	717.94940	5.23436	-491.20361	-768.09735	4.14455	643.04071	801.85864	11.74220	646.89856	12.32404	623.39935	-982.63940	
