PathFileType	4	(X/Y/Z)	D:\TRACE\spot_10-12-23\spot_arm_motion_1_3-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-780.59961	6.09570	-641.49823	791.74359	10.89864	-634.96490	-697.70703	5.23016	496.51636	719.53168	9.69376	582.59583	2.48919	744.06586	-959.35571	
2	0.010	-780.59174	6.12410	-641.49731	791.89331	10.81785	-634.83771	-697.64758	5.22648	496.52533	719.53668	9.71302	582.59491	2.47842	744.09058	-959.37341	
3	0.020	-780.61823	6.11355	-641.49603	791.89490	10.89132	-634.81024	-697.65356	5.20813	496.47623	719.49512	9.71668	582.60492	2.52128	744.10504	-959.39539	
4	0.030	-780.63757	6.12375	-641.49121	791.70825	10.85773	-634.97455	-697.62378	5.22043	496.51440	719.52643	9.68653	582.61401	2.51876	744.08502	-959.38092	
5	0.040	-780.62280	6.08340	-641.45422	791.89532	10.85076	-634.84485	-697.64270	5.18496	496.48746	719.52734	9.70271	582.63220	2.54068	744.08167	-959.38843	
6	0.050	-780.66016	6.11905	-641.43896	791.87482	10.82182	-634.84399	-697.71472	5.26507	496.49142	719.50909	9.72025	582.61804	2.47134	744.08606	-959.41699	
7	0.060	-780.66547	6.14875	-641.51086	791.75812	10.87332	-634.93671	-697.74042	5.28638	496.44809	719.49988	9.69924	582.59619	2.49703	744.08453	-959.41125	
8	0.070	-780.66370	6.19584	-641.46655	791.74335	10.86245	-634.92914	-697.76740	5.29149	496.49445	719.52930	9.69875	582.61420	2.48285	744.10120	-959.37219	
9	0.080	-780.67462	6.17604	-641.45776	791.76703	10.86565	-634.92841	-697.75787	5.27141	496.48264	719.51245	9.70571	582.61011	2.45446	744.10754	-959.36432	
10	0.090	-780.63190	6.16041	-641.46887	791.76624	10.88897	-634.93640	-697.76971	5.28438	496.49789	719.51025	9.70867	582.62531	2.52478	744.09125	-959.38129	
11	0.100	-780.56219	6.05333	-641.46252	791.74475	10.83263	-634.91705	-697.76923	5.28897	496.50470	719.50482	9.69304	582.62390	2.52007	744.07031	-959.39526	
12	0.110	-780.62598	6.09896	-641.44672	791.87042	10.81781	-634.86145	-697.76636	5.30453	496.45865	719.49213	9.69752	582.61639	2.53213	744.08008	-959.38232	
13	0.120	-780.64197	6.14970	-641.45850	791.72668	10.85905	-634.94000	-697.75922	5.29454	496.50153	719.51056	9.75052	582.62006	2.42402	744.09924	-959.37396	
14	0.130	-780.61237	6.17142	-641.45453	791.71918	10.87988	-634.93481	-697.74579	5.30100	496.49048	719.50409	9.72350	582.61829	2.49933	744.07135	-959.42639	
15	0.140	-780.68396	6.20226	-641.47113	791.82971	10.81099	-634.86810	-697.72852	5.29295	496.48141	719.51691	9.69643	582.61621	2.47568	744.06219	-959.41895	
16	0.150	-780.66815	6.10684	-641.48499	791.89343	10.79072	-634.79974	-697.69745	5.27417	496.48062	719.52380	9.71306	582.62689	2.53754	744.08691	-959.41681	
17	0.160	-780.59802	6.06264	-641.45587	791.85126	10.84138	-634.84552	-697.70691	5.22619	496.47488	719.51062	9.69276	582.63629	2.45755	744.04224	-959.40692	
18	0.170	-780.61188	6.10997	-641.43964	791.70520	10.84995	-634.96558	-697.62787	5.20005	496.52121	719.51770	9.70718	582.62103	2.50103	744.05981	-959.43152	
19	0.180	-780.61591	6.14745	-641.47601	791.94434	10.86594	-634.84485	-697.65338	5.19070	496.51709	719.52277	9.68859	582.61273	2.58555	744.05048	-959.41388	
20	0.190	-780.59082	6.09627	-641.48560	791.88971	10.83145	-634.83832	-697.65234	5.20416	496.53009	719.51172	9.70915	582.61877	2.54816	744.04926	-959.41870	
21	0.200	-780.65613	6.14731	-641.44934	791.88312	10.85859	-634.81207	-697.63007	5.27430	496.49030	719.50537	9.70693	582.63501	2.54053	744.06232	-959.41376	
22	0.210	-780.64606	6.14167	-641.44257	791.73773	10.86992	-634.95221	-697.70514	5.23666	496.48355	719.50854	9.70667	582.61664	2.46624	744.06445	-959.41437	
23	0.220	-780.63916	6.10212	-641.43640	791.68768	10.86282	-634.95758	-697.66943	5.21743	496.53021	719.47827	9.68793	582.63934	2.53390	744.06036	-959.40704	
24	0.230	-780.62494	6.11470	-641.48853	791.84241	10.82876	-634.84656	-697.67523	5.24661	496.51151	719.52167	9.71694	582.60803	2.54190	744.05450	-959.36426	
25	0.240	-780.61328	6.12913	-641.47058	791.73273	10.84483	-634.93329	-697.68573	5.24424	496.47830	719.51947	9.70485	582.61615	2.58746	744.05255	-959.42200	
26	0.250	-780.63300	6.13749	-641.45892	791.86786	10.80408	-634.87067	-697.66418	5.26005	496.50439	719.47668	9.70602	582.61407	2.45683	744.05573	-959.37006	
27	0.260	-780.61133	6.08267	-641.44916	791.72522	10.86921	-634.94244	-697.68549	5.27364	496.48492	719.52252	9.71885	582.65247	2.56684	744.02490	-959.41901	
28	0.270	-780.64343	6.15125	-641.47607	791.88599	10.85011	-634.82678	-697.65320	5.23652	496.50934	719.69373	9.24888	582.18237	2.51594	744.06134	-959.41437	
29	0.280	-780.62292	6.13551	-641.46954	791.90137	10.86534	-634.80127	-697.68243	5.25736	496.49271	719.77350	9.25726	582.14600	2.48162	744.07208	-959.41138	
30	0.290	-780.61188	6.18693	-641.53839	791.74835	10.87514	-634.97327	-697.64624	5.23427	496.49973	719.75934	9.25058	582.16388	2.51501	744.07825	-959.42834	
31	0.300	-780.57916	6.13761	-641.48175	791.89667	10.85666	-634.83484	-697.69586	5.24753	496.53970	719.75781	9.26042	582.16376	2.52446	744.09265	-959.44061	
32	0.310	-780.64752	6.16475	-641.51428	791.69006	10.85142	-634.97302	-697.68152	5.25667	496.47232	719.72540	9.27334	582.16278	2.50892	744.08936	-959.41248	
33	0.320	-780.60138	6.10219	-641.48004	791.69000	10.87617	-634.94556	-697.70074	5.30679	496.49771	719.66235	9.31490	582.18085	2.42652	744.10486	-959.37573	
34	0.330	-780.62079	6.13077	-641.47583	791.71533	10.85285	-634.97021	-697.62360	5.21169	496.52493	719.70221	9.26850	582.15576	2.57897	744.05835	-959.39880	
35	0.340	-780.65491	6.16550	-641.44165	791.84967	10.82653	-634.86273	-697.68030	5.19971	496.50055	719.72314	9.28067	582.18781	2.52187	744.06122	-959.40533	
