PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\BothDRS_Motion3_5-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-814.63348	128.40240	-611.84320	755.85162	125.70221	-588.89661	-745.36041	-73.62935	506.73795	668.79346	-92.27093	608.18915	-21.98028	1462.09314	-684.30383	
2	0.010	-814.65985	128.42125	-611.82941	755.82367	125.70988	-588.90656	-745.34552	-73.63138	506.74646	668.75995	-92.28183	608.18829	-22.00437	1462.11108	-684.29333	
3	0.020	-814.61694	128.39168	-611.81287	755.84967	125.68510	-588.86969	-745.34039	-73.62489	506.77536	668.77686	-92.27242	608.22821	-22.00821	1462.07483	-684.30652	
4	0.030	-814.64264	128.40550	-611.81488	755.84357	125.70471	-588.88019	-745.33197	-73.65763	506.76089	668.75220	-92.29445	608.17926	-22.00778	1462.09790	-684.31299	
5	0.040	-814.62366	128.39957	-611.83398	755.80042	125.69918	-588.90411	-745.34436	-73.68218	506.77084	668.75000	-92.27956	608.21228	-21.98184	1462.09900	-684.27502	
6	0.050	-814.61017	128.40007	-611.83661	755.83435	125.69095	-588.85706	-745.32324	-73.65074	506.75436	668.78607	-92.28733	608.19116	-22.02928	1462.10095	-684.33405	
7	0.060	-814.59845	128.40251	-611.80841	755.85419	125.73254	-588.84229	-745.35785	-73.63344	506.77713	668.78687	-92.27154	608.22821	-22.01097	1462.07043	-684.30463	
8	0.070	-814.61011	128.38762	-611.86060	755.83911	125.73567	-588.87238	-745.28284	-73.67006	506.75229	668.78564	-92.26812	608.21112	-21.99233	1462.06970	-684.31189	
9	0.080	-814.61908	128.39839	-611.81622	755.85669	125.74871	-588.87988	-745.31866	-73.63377	506.79712	668.74670	-92.29882	608.16296	-22.02437	1462.09790	-684.31982	
10	0.090	-814.64069	128.39967	-611.85388	755.80847	125.73991	-588.90283	-745.32562	-73.65799	506.73169	668.77954	-92.29150	608.16675	-22.02275	1462.13977	-684.31018	
11	0.100	-814.62988	128.40227	-611.83435	755.85699	125.73444	-588.88647	-745.35602	-73.63000	506.73022	668.75366	-92.29887	608.13245	-22.04273	1462.14832	-684.34326	
12	0.110	-814.66119	128.45825	-611.81378	755.85120	125.74013	-588.89374	-745.37738	-73.61672	506.75690	668.80835	-92.25765	608.17480	-22.03593	1462.13196	-684.33856	
13	0.120	-814.61908	128.40494	-611.82520	755.83917	125.73392	-588.87628	-745.32617	-73.64803	506.74301	668.76935	-92.28858	608.15692	-22.03732	1462.11523	-684.33044	
14	0.130	-814.64105	128.42097	-611.80988	755.81055	125.71802	-588.90680	-745.33600	-73.62766	506.76450	668.74597	-92.31749	608.15179	-21.99988	1462.11206	-684.33289	
15	0.140	-814.64874	128.43199	-611.81042	755.81616	125.70620	-588.87976	-745.31445	-73.63528	506.75018	668.73804	-92.30245	608.15717	-22.06975	1462.11670	-684.35913	
16	0.150	-814.63220	128.43451	-611.81622	755.81384	125.73157	-588.87927	-745.36035	-73.60188	506.75467	668.75049	-92.28132	608.15015	-22.08423	1462.11987	-684.36975	
17	0.160	-814.63123	128.39954	-611.83667	755.82324	125.72209	-588.88916	-745.38605	-73.60472	506.74738	668.76666	-92.28955	608.13599	-22.09119	1462.10901	-684.35736	
18	0.170	-814.66467	128.41965	-611.84088	755.85590	125.73135	-588.85815	-745.36194	-73.65281	506.74814	668.74261	-92.27291	608.18451	-22.02738	1462.11658	-684.36249	
19	0.180	-814.60486	128.39592	-611.80652	755.84076	125.73753	-588.89368	-745.31433	-73.65846	506.75421	668.73706	-92.29350	608.15118	-22.08093	1462.10059	-684.33228	
20	0.190	-814.61920	128.38756	-611.85822	755.85388	125.74876	-588.89691	-745.33600	-73.61639	506.75381	668.72711	-92.29279	608.15857	-22.04066	1462.06055	-684.31238	
21	0.200	-814.63257	128.39545	-611.84766	755.83081	125.70989	-588.87231	-745.33307	-73.59473	506.76315	668.80469	-92.31356	608.11420	-22.03513	1462.06531	-684.33044	
22	0.210	-814.61548	128.39772	-611.83130	755.86554	125.72631	-588.88269	-745.29657	-73.64588	506.72556	668.77368	-92.29726	608.15784	-22.06845	1462.06702	-684.33386	
23	0.220	-814.60205	128.39771	-611.85059	755.81879	125.73801	-588.87238	-745.31805	-73.65649	506.74020	668.77472	-92.30547	608.15967	-22.05492	1462.07239	-684.34113	
24	0.230	-814.58636	128.39040	-611.78821	755.83270	125.71476	-588.87396	-745.34064	-73.64474	506.76505	668.76727	-92.30605	608.16986	-22.05573	1462.10010	-684.33752	
25	0.240	-814.63855	128.40315	-611.80865	755.80914	125.73018	-588.87091	-745.34631	-73.61803	506.77328	668.72327	-92.32762	608.16620	-22.05038	1462.06543	-684.34900	
26	0.250	-814.63049	128.39450	-611.82678	755.81763	125.71685	-588.89575	-745.34186	-73.62647	506.77719	668.73267	-92.32351	608.15320	-22.08251	1462.11780	-684.37476	
27	0.260	-814.66046	128.42302	-611.82288	755.85864	125.72963	-588.85907	-745.39240	-73.58665	506.79355	668.75195	-92.30423	608.16199	-22.06383	1462.08850	-684.33051	
28	0.270	-814.61682	128.39551	-611.79932	755.83246	125.74730	-588.88800	-745.34393	-73.63548	506.73337	668.81128	-92.28838	608.16553	-22.02621	1462.12268	-684.35522	
29	0.280	-814.63983	128.41891	-611.85602	755.83228	125.75533	-588.88843	-745.31885	-73.63158	506.72314	668.71796	-92.30805	608.16016	-22.02027	1462.11206	-684.34540	
30	0.290	-814.63910	128.42873	-611.80957	755.81207	125.73378	-588.87061	-745.35150	-73.59055	506.75806	668.81635	-92.27654	608.15540	-22.07355	1462.11230	-684.33313	
31	0.300	-814.61963	128.39612	-611.81311	755.84546	125.72577	-588.84882	-745.33075	-73.62584	506.74823	668.71143	-92.28928	608.17114	-22.07661	1462.09729	-684.35742	
32	0.310	-814.62164	128.41891	-611.81140	755.83276	125.71314	-588.90399	-745.34741	-73.63873	506.73730	668.77655	-92.28199	608.18726	-22.06652	1462.07092	-684.34766	
33	0.320	-814.60474	128.40483	-611.84009	755.81396	125.71288	-588.92407	-745.32123	-73.60224	506.77994	668.81110	-92.28230	608.16071	-22.01478	1462.14172	-684.34344	
