PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustBodyDRS_Motion1_9-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      6756	5	mm	100.00	1	      6756
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-800.64478	8.87191	-639.02832	769.20337	10.09255	-644.38763	-708.88293	8.00249	496.11093	733.13660	6.96354	505.92340	-14.44328	1307.98755	-961.95648	
2	0.010	-800.62323	8.88096	-639.08051	769.22284	10.07554	-644.37793	-708.92773	7.99853	496.10425	733.16248	6.98946	505.91998	-14.44873	1307.99719	-961.90289	
3	0.020	-800.59283	8.83283	-639.03406	769.21448	10.08093	-644.41327	-708.93646	8.05211	496.13556	733.18964	6.99023	505.89673	-14.40156	1307.98523	-961.92975	
4	0.030	-800.60626	8.83391	-639.02496	769.25647	10.08398	-644.37354	-708.91144	8.00013	496.12415	733.13470	6.97118	505.91763	-14.46027	1308.00647	-961.93512	
5	0.040	-800.60510	8.86448	-639.02130	769.23718	10.05824	-644.39191	-708.91187	7.99445	496.09686	733.17255	6.97415	505.89371	-14.49485	1307.97400	-961.86096	
6	0.050	-800.62549	8.89827	-638.99579	769.24829	10.11907	-644.35138	-708.92145	8.00171	496.09149	733.14172	6.99758	505.92154	-14.44518	1307.98145	-961.89063	
7	0.060	-800.61633	8.87143	-639.01831	769.15765	10.06826	-644.42493	-708.97638	8.01796	496.12399	733.12738	6.97526	505.90726	-14.50804	1307.99451	-961.87524	
8	0.070	-800.62561	8.87779	-639.04236	769.26190	10.10491	-644.33392	-708.95416	8.03645	496.10773	733.18408	7.00257	505.90622	-14.49552	1307.97583	-961.89429	
9	0.080	-800.59900	8.89526	-639.02051	769.22296	10.09593	-644.37646	-708.94202	8.03633	496.14713	733.19946	6.97376	505.92862	-14.48529	1307.98743	-961.85583	
10	0.090	-800.59149	8.85989	-639.07068	769.23547	10.09404	-644.36914	-708.93811	8.03918	496.10211	733.21497	7.00341	505.88919	-14.49201	1308.00854	-961.87085	
11	0.100	-800.61462	8.88252	-639.09155	769.21539	10.11044	-644.34790	-708.93842	8.00505	496.08426	733.26086	7.02803	505.88962	-14.41156	1307.99805	-961.92120	
12	0.110	-800.60883	8.84971	-639.03998	769.17236	10.11161	-644.38025	-708.92194	8.00580	496.11578	733.15308	6.98974	505.92279	-14.51129	1307.99841	-961.89801	
13	0.120	-800.61090	8.88531	-638.99213	769.21820	10.05725	-644.41248	-708.90204	8.00258	496.12003	733.19946	6.99558	505.89758	-14.49673	1308.00415	-961.94891	
14	0.130	-800.60455	8.86248	-639.01941	769.21448	10.06440	-644.38110	-708.92133	8.03966	496.12918	733.18781	7.00770	505.89847	-14.40789	1307.97009	-961.89325	
15	0.140	-800.59705	8.83687	-639.06067	769.23572	10.06687	-644.35590	-708.94458	8.02387	496.10797	733.19177	6.97889	505.89816	-14.49604	1308.00110	-961.88971	
16	0.150	-800.64325	8.91635	-639.05743	769.21320	10.09198	-644.38312	-708.92755	7.98836	496.16580	733.19653	6.97644	505.91855	-14.51246	1308.01099	-961.88751	
17	0.160	-800.65747	8.92166	-639.00800	769.22229	10.10503	-644.33118	-708.91431	8.00366	496.11990	733.15192	6.99221	505.90869	-14.51742	1307.99121	-961.86536	
18	0.170	-800.61414	8.84882	-639.04724	769.21295	10.10260	-644.38123	-708.93390	7.96596	496.15228	733.17487	6.96663	505.90088	-14.49184	1307.96094	-961.85168	
19	0.180	-800.63104	8.88800	-639.02795	769.22333	10.07942	-644.36499	-708.92346	7.98707	496.11746	733.17584	7.00253	505.90225	-14.48409	1307.96460	-961.89282	
20	0.190	-800.62140	8.84777	-639.04395	769.25537	10.08729	-644.34570	-708.92932	8.01096	496.10547	733.19141	6.98800	505.89331	-14.43874	1307.98840	-961.89404	
21	0.200	-800.61951	8.86641	-639.06799	769.26361	10.09218	-644.34009	-708.90259	7.97497	496.13815	733.18823	6.99175	505.91168	-14.46606	1307.98767	-961.84705	
22	0.210	-800.63025	8.89544	-638.98785	769.22748	10.08941	-644.34320	-708.93488	8.00524	496.16144	733.15527	6.98325	505.92093	-14.50144	1308.00195	-961.87469	
23	0.220	-800.61853	8.85838	-639.00024	769.29468	10.09909	-644.37653	-708.92426	8.00414	496.12613	733.17548	6.98453	505.89871	-14.46004	1307.99500	-961.89124	
24	0.230	-800.63165	8.89005	-639.01215	769.26117	10.11535	-644.34546	-708.92621	8.00702	496.12363	733.20953	6.99537	505.91071	-14.42571	1307.98499	-961.88910	
25	0.240	-800.65045	8.90856	-639.04279	769.22864	10.07898	-644.35370	-708.90936	8.01052	496.12161	733.24176	7.00189	505.89648	-14.34037	1307.95593	-961.91174	
26	0.250	-800.60919	8.89185	-639.07269	769.28271	10.06819	-644.36151	-708.92017	8.00887	496.12427	733.21887	7.02313	505.89972	-14.46170	1307.97021	-961.87292	
27	0.260	-800.62384	8.87496	-638.96411	769.25262	10.09701	-644.36127	-708.90576	8.02297	496.11230	733.20074	6.99539	505.89642	-14.43246	1307.96729	-961.89545	
28	0.270	-800.64539	8.90128	-639.08282	769.25665	10.07776	-644.35095	-708.95239	8.02579	496.09818	733.17676	6.98356	505.92130	-14.49366	1307.98132	-961.84741	
29	0.280	-800.60999	8.91368	-638.99927	769.22498	10.13119	-644.37195	-708.93152	8.02989	496.08679	733.22675	7.00807	505.89056	-14.37703	1307.94873	-961.84698	
30	0.290	-800.60175	8.87982	-639.03357	769.25214	10.08972	-644.34265	-708.90784	8.03286	496.12460	733.21741	7.01382	505.87390	-14.43089	1307.96106	-961.80719	
31	0.300	-800.59735	8.90112	-639.02924	769.30396	10.07817	-644.33722	-708.93469	8.03294	496.14310	733.21490	7.00053	505.89331	-14.41359	1307.96472	-961.86121	
32	0.310	-800.58728	8.86928	-639.03320	769.23010	10.09325	-644.36188	-708.91339	8.01468	496.11063	733.20435	6.99970	505.89731	-14.42637	1307.94922	-961.87329	
33	0.320	-800.63647	8.86748	-639.01331	769.12836	10.07165	-644.42261	-708.94458	7.99050	496.07581	733.18964	6.98699	505.88971	-14.38628	1307.94019	-961.89972	
34	0.330	-800.61633	8.88059	-639.01642	769.20728	10.07178	-644.39050	-708.90125	7.99601	496.10880	733.20392	6.99582	505.89600	-14.33134	1307.94470	-961.91730	
