PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustBodyDRS_Motion1_6-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      6931	5	mm	100.00	1	      6931
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-800.61884	8.83841	-639.07269	769.24207	10.04984	-644.39832	-708.82397	7.83462	496.10382	732.82959	6.81596	505.34839	-14.48559	1307.96997	-961.85480	
2	0.010	-800.61121	8.84924	-639.06171	769.22815	10.03578	-644.35083	-708.82001	7.74979	496.13263	732.79993	6.76717	505.34796	-14.54710	1307.95776	-961.87231	
3	0.020	-800.62061	8.86269	-639.06067	769.19324	10.04954	-644.35950	-708.81628	7.77980	496.13266	732.82813	6.80541	505.35999	-14.55957	1307.99048	-961.88904	
4	0.030	-800.63770	8.89043	-639.03668	769.24786	10.06611	-644.30536	-708.80341	7.80298	496.15976	732.82898	6.79801	505.35031	-14.55008	1307.96094	-961.91547	
5	0.040	-800.67010	8.85966	-639.07397	769.21179	10.02889	-644.40234	-708.80341	7.80329	496.14493	732.83167	6.77893	505.35599	-14.48822	1307.96948	-961.88422	
6	0.050	-800.63525	8.86698	-639.07489	769.23987	10.03373	-644.34241	-708.80347	7.77886	496.14429	732.86267	6.83207	505.35614	-14.50416	1307.97058	-961.88147	
7	0.060	-800.62720	8.86747	-639.10468	769.23895	10.03976	-644.39294	-708.82355	7.83695	496.11484	732.88104	6.82536	505.34265	-14.51580	1308.00659	-961.87408	
8	0.070	-800.64148	8.86166	-639.06360	769.19263	10.08465	-644.38263	-708.82947	7.82981	496.14111	732.81610	6.82887	505.35730	-14.52822	1307.99243	-961.87103	
9	0.080	-800.58380	8.88072	-639.06238	769.21802	10.07745	-644.34631	-708.83368	7.83735	496.12946	732.87103	6.81784	505.35809	-14.51459	1307.98792	-961.88379	
10	0.090	-800.64050	8.86460	-639.01550	769.19183	10.05730	-644.35913	-708.83850	7.85029	496.14856	732.88184	6.83133	505.33722	-14.57730	1308.01123	-961.85895	
11	0.100	-800.61584	8.84560	-639.02826	769.18512	10.04699	-644.37579	-708.81262	7.81624	496.13611	732.90454	6.84740	505.33823	-14.59629	1307.99072	-961.80658	
12	0.110	-800.61725	8.86380	-639.06226	769.18353	10.04663	-644.39996	-708.81525	7.83504	496.10608	732.88373	6.84200	505.35666	-14.54902	1307.99731	-961.88525	
13	0.120	-800.60999	8.87063	-639.04425	769.26239	10.01831	-644.39972	-708.81836	7.81866	496.11691	732.92505	6.87163	505.35236	-14.57961	1307.96460	-961.85028	
14	0.130	-800.62964	8.88370	-639.02234	769.23419	10.03505	-644.35120	-708.83649	7.82232	496.11768	732.82672	6.83086	505.35510	-14.55777	1307.98584	-961.87115	
15	0.140	-800.62433	8.87835	-639.06177	769.24152	10.05751	-644.32825	-708.79590	7.78126	496.14423	732.81073	6.79551	505.32678	-14.51031	1307.98206	-961.85736	
16	0.150	-800.62561	8.86644	-639.01385	769.28070	10.05542	-644.31067	-708.84973	7.83114	496.16962	732.79944	6.76978	505.34610	-14.54787	1307.99329	-961.87250	
17	0.160	-800.60779	8.83174	-639.10828	769.18127	10.03053	-644.40149	-708.81128	7.80714	496.14160	732.83038	6.80104	505.36075	-14.54889	1307.98523	-961.86554	
18	0.170	-800.63062	8.88617	-639.01642	769.29797	10.03526	-644.35339	-708.78735	7.81907	496.16925	732.80908	6.82020	505.35471	-14.49327	1307.97449	-961.88904	
19	0.180	-800.65027	8.86168	-639.09210	769.28503	10.00579	-644.37518	-708.78693	7.79460	496.13922	732.87506	6.81664	505.33102	-14.50085	1307.95874	-961.87537	
20	0.190	-800.63074	8.88566	-639.03064	769.22913	10.07498	-644.35785	-708.80151	7.80455	496.15210	732.85339	6.80737	505.36975	-14.49201	1307.96252	-961.85022	
21	0.200	-800.62891	8.86252	-639.03955	769.26886	10.04631	-644.33887	-708.77362	7.78082	496.15805	732.80731	6.79346	505.36795	-14.53772	1307.98218	-961.87354	
22	0.210	-800.68707	8.94842	-638.95587	769.22168	10.05299	-644.35999	-708.83496	7.83610	496.13058	732.75854	6.76415	505.35574	-14.50308	1307.94055	-961.89819	
23	0.220	-800.66656	8.86237	-639.04980	769.21252	10.02221	-644.34167	-708.77686	7.79081	496.10553	732.78424	6.76806	505.36133	-14.52948	1307.96765	-961.86346	
24	0.230	-800.61664	8.85110	-639.03522	769.28607	10.07060	-644.30341	-708.79919	7.81031	496.14758	732.77344	6.78308	505.33606	-14.50724	1307.99304	-961.87195	
25	0.240	-800.63690	8.85811	-639.04962	769.17236	10.04260	-644.40253	-708.83295	7.82367	496.12888	732.88672	6.84442	505.35544	-14.53105	1307.96973	-961.85028	
26	0.250	-800.64246	8.91476	-639.05768	769.27869	10.05890	-644.32593	-708.78693	7.84352	496.13840	732.90710	6.88161	505.35541	-14.53661	1307.98157	-961.89069	
27	0.260	-800.62036	8.84520	-639.00549	769.31165	10.01184	-644.34875	-708.82355	7.83656	496.13361	732.92053	6.84111	505.34692	-14.58196	1308.00647	-961.90350	
28	0.270	-800.60260	8.87171	-639.05103	769.25903	10.08156	-644.34088	-708.76923	7.79378	496.14688	732.93317	6.86921	505.33685	-14.54121	1307.96765	-961.86279	
29	0.280	-800.65198	8.87366	-639.05981	769.22137	10.05802	-644.38477	-708.84015	7.80579	496.10757	732.82867	6.83239	505.35571	-14.56401	1308.01392	-961.89911	
30	0.290	-800.61969	8.85536	-639.03424	769.21185	9.99837	-644.40283	-708.83997	7.82966	496.13992	732.83679	6.83529	505.34854	-14.50355	1307.97156	-961.86017	
31	0.300	-800.61755	8.90639	-638.99341	769.20306	10.06897	-644.37982	-708.80829	7.84207	496.13245	732.95209	6.88430	505.36234	-14.51284	1308.00891	-961.85370	
32	0.310	-800.61584	8.85353	-639.04938	769.27032	10.05517	-644.34485	-708.81677	7.83542	496.10156	732.77747	6.80044	505.34976	-14.58578	1308.02039	-961.87781	
33	0.320	-800.63696	8.85951	-639.05731	769.26300	10.07125	-644.37152	-708.82013	7.82461	496.15747	732.84668	6.80983	505.34406	-14.50036	1307.99109	-961.85748	
34	0.330	-800.64948	8.86634	-639.03448	769.23651	10.05347	-644.38263	-708.79456	7.80865	496.15079	732.82788	6.80275	505.38077	-14.48079	1307.93481	-961.90533	
