PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\BothDRS_Motion2_7-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7500	5	mm	100.00	1	      7500
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-800.79303	9.07170	-638.82446	769.24866	10.29168	-644.35663	-708.60699	7.65732	496.12939	733.46185	7.12808	505.64468	-14.61316	1308.08276	-962.17316	
2	0.010	-800.82330	9.01019	-638.82886	769.19421	10.24739	-644.39545	-708.54803	7.61864	496.14984	733.44318	7.08813	505.64688	-14.64144	1308.05298	-962.18494	
3	0.020	-800.78278	8.97864	-638.77991	769.20361	10.27689	-644.37360	-708.54462	7.60847	496.19153	733.49487	7.12216	505.66788	-14.63718	1308.03992	-962.17694	
4	0.030	-800.80768	8.93905	-638.75598	769.18256	10.24996	-644.40076	-708.52356	7.61784	496.17102	733.46051	7.12819	505.65573	-14.61352	1308.05249	-962.19574	
5	0.040	-800.75293	8.93496	-638.76672	769.24554	10.25676	-644.33112	-708.58997	7.62847	496.14011	733.45190	7.08044	505.67957	-14.60697	1308.05029	-962.16675	
6	0.050	-800.79004	8.95801	-638.77795	769.25854	10.27456	-644.35968	-708.52832	7.61323	496.15280	733.46027	7.11607	505.65393	-14.57419	1308.05298	-962.17688	
7	0.060	-800.82507	8.97844	-638.79333	769.20142	10.26287	-644.38892	-708.56238	7.65310	496.13083	733.10913	7.09853	505.85498	-14.61482	1308.04858	-962.20721	
8	0.070	-800.85571	8.94746	-638.72430	769.19574	10.26446	-644.36255	-708.58533	7.64406	496.18777	733.09003	7.06485	505.82986	-14.61743	1308.02991	-962.18646	
9	0.080	-800.80115	8.96134	-638.75519	769.25793	10.28173	-644.36035	-708.56348	7.62449	496.15543	733.11884	7.12991	505.84482	-14.55374	1308.00500	-962.17834	
10	0.090	-800.82892	9.03232	-638.79645	769.23163	10.30415	-644.34985	-708.51355	7.60347	496.17249	733.19598	7.12797	505.80106	-14.61392	1308.04468	-962.17407	
11	0.100	-800.75916	8.99170	-638.76172	769.22400	10.27061	-644.38239	-708.55518	7.61920	496.18866	733.45782	7.09913	505.66821	-14.68275	1308.02979	-962.21210	
12	0.110	-800.78821	9.02049	-638.76666	769.17505	10.26359	-644.41632	-708.55560	7.61248	496.17801	733.48810	7.12876	505.63602	-14.65760	1308.06091	-962.19110	
13	0.120	-800.74304	8.96668	-638.88354	769.21698	10.27527	-644.34906	-708.59082	7.64147	496.16690	733.47485	7.11422	505.64697	-14.65040	1308.06750	-962.17090	
14	0.130	-800.84674	9.06743	-638.90143	769.22638	10.29682	-644.37646	-708.60968	7.68333	496.11179	733.50403	7.14931	505.66122	-14.66039	1308.06372	-962.16492	
15	0.140	-800.80957	9.07579	-638.86664	769.21381	10.24345	-644.38037	-708.61700	7.66565	496.13562	733.47925	7.12101	505.63034	-14.60917	1308.08777	-962.18604	
16	0.150	-800.82379	9.08548	-638.82385	769.21082	10.27092	-644.35406	-708.58234	7.69131	496.13708	733.21832	7.15104	505.79971	-14.66640	1308.06079	-962.17450	
17	0.160	-800.77490	9.01404	-638.85840	769.23798	10.27444	-644.36725	-708.59161	7.64484	496.16412	733.49347	7.11207	505.66302	-14.64899	1308.06409	-962.19153	
18	0.170	-800.78296	8.97337	-638.84210	769.20520	10.26235	-644.38239	-708.54523	7.61146	496.13525	733.50183	7.11971	505.66803	-14.64527	1308.05725	-962.20056	
19	0.180	-800.77789	9.00043	-638.82379	769.26459	10.27942	-644.34924	-708.55688	7.61320	496.14243	733.46094	7.11198	505.65619	-14.67308	1308.04895	-962.17896	
20	0.190	-800.79120	8.98487	-638.80542	769.18726	10.28194	-644.39026	-708.55334	7.63048	496.12704	733.49243	7.12706	505.67203	-14.62533	1308.06458	-962.15778	
21	0.200	-800.82806	9.02591	-638.78223	769.21259	10.26845	-644.37927	-708.58270	7.63117	496.11597	733.46545	7.11117	505.65182	-14.62240	1308.05371	-962.19293	
22	0.210	-800.82092	8.98197	-638.82239	769.13904	10.27659	-644.45416	-708.59949	7.64905	496.16388	733.43195	7.10820	505.64899	-14.58686	1308.05481	-962.15308	
23	0.220	-800.83618	9.00089	-638.75598	769.20575	10.25865	-644.36584	-708.55219	7.60273	496.12689	733.39099	7.08164	505.64792	-14.61983	1308.01660	-962.15039	
24	0.230	-800.81580	8.94380	-638.77606	769.23132	10.26225	-644.36823	-708.57013	7.63540	496.13876	733.43951	7.10554	505.63794	-14.57416	1308.02173	-962.16290	
25	0.240	-800.79456	8.95975	-638.84058	769.15210	10.23921	-644.44952	-708.55859	7.58124	496.15247	733.45013	7.11819	505.66830	-14.57774	1308.00269	-962.15283	
26	0.250	-800.76349	8.96664	-638.83234	769.26971	10.27566	-644.37274	-708.52020	7.58426	496.14923	733.48279	7.14395	505.64108	-14.55664	1308.02454	-962.19116	
27	0.260	-800.79077	9.00405	-638.87415	769.23108	10.28626	-644.34540	-708.56226	7.60928	496.13123	733.49316	7.13317	505.63889	-14.60922	1308.05115	-962.17926	
28	0.270	-800.83246	8.99584	-638.86670	769.20160	10.27370	-644.39276	-708.54828	7.63589	496.18262	733.46698	7.11041	505.66565	-14.66005	1308.05591	-962.18457	
29	0.280	-800.80560	8.94981	-638.80920	769.14575	10.24466	-644.44586	-708.60632	7.65014	496.19638	733.46234	7.12681	505.66959	-14.59375	1308.07068	-962.18640	
30	0.290	-800.81183	8.96711	-638.79309	769.21069	10.27537	-644.37701	-708.62164	7.64490	496.14001	733.45795	7.13349	505.65744	-14.61036	1308.05835	-962.22357	
31	0.300	-800.76385	9.02119	-638.89105	769.15198	10.27069	-644.41339	-708.57880	7.65895	496.15491	733.48822	7.14086	505.66550	-14.64046	1308.06970	-962.19611	
32	0.310	-800.74481	8.99864	-638.90594	769.18457	10.26721	-644.41290	-708.57666	7.69217	496.16980	733.50433	7.15303	505.64536	-14.62336	1308.07214	-962.18713	
33	0.320	-800.80988	8.98162	-638.82855	769.23242	10.28979	-644.38104	-708.56207	7.61195	496.19043	733.48022	7.15011	505.64337	-14.68266	1308.06897	-962.17151	
34	0.330	-800.79114	8.96098	-638.82379	769.28723	10.29674	-644.31128	-708.54224	7.59062	496.18817	733.48407	7.13396	505.65045	-14.67456	1308.07019	-962.16339	
