PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustArmDRS_Motion3_5-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-814.67908	128.35817	-611.91418	755.73737	125.60339	-588.83801	-746.01001	-73.75496	504.20053	668.50763	-92.50779	608.26379	-21.66591	1462.21301	-684.14502	
2	0.010	-814.72107	128.37810	-611.86060	755.71686	125.61958	-588.85168	-746.01752	-73.76637	504.20270	668.88672	-92.51977	608.27771	-21.62304	1462.19617	-684.13129	
3	0.020	-814.71136	128.36815	-611.88269	755.73999	125.61554	-588.83795	-746.04761	-73.78740	504.20660	668.57855	-92.47731	608.21954	-21.59127	1462.24573	-684.13495	
4	0.030	-814.73395	128.39186	-611.88373	755.71490	125.59739	-588.85901	-746.02771	-73.71366	504.17087	668.58411	-92.49292	608.23962	-21.59684	1462.24048	-684.12085	
5	0.040	-814.48547	128.13744	-611.44519	755.71484	125.62330	-588.88879	-746.06799	-73.71469	504.17075	668.48914	-92.48249	608.29401	-21.57535	1462.22668	-684.17169	
6	0.050	-814.71289	128.37221	-611.85669	755.76337	125.61574	-588.85156	-746.04810	-73.75043	504.18842	668.62274	-92.48338	608.21954	-21.64467	1462.23315	-684.19080	
7	0.060	-814.40881	128.06847	-611.32745	755.73279	125.58514	-588.84967	-746.03992	-73.76971	504.19989	668.60675	-92.44897	608.25238	-21.65710	1462.21118	-684.17413	
8	0.070	-814.69806	128.35477	-611.88403	755.75525	125.61189	-588.83862	-746.03613	-73.74420	504.17920	668.59052	-92.47652	608.24677	-21.60968	1462.22974	-684.15948	
9	0.080	-814.69604	128.37604	-611.85950	755.76813	125.62093	-588.82684	-746.04181	-73.76241	504.18896	668.57294	-92.51951	608.21936	-21.61903	1462.23450	-684.16620	
10	0.090	-814.71307	128.38127	-611.90936	755.73578	125.61720	-588.85699	-746.05292	-73.74453	504.17874	668.56580	-92.47574	608.23492	-21.60864	1462.25073	-684.16675	
11	0.100	-814.70959	128.38058	-611.88794	755.75519	125.59938	-588.83447	-746.03088	-73.72455	504.16745	668.64954	-92.48497	608.19141	-21.62324	1462.20935	-684.15381	
12	0.110	-814.74304	128.38869	-611.82898	755.73798	125.60657	-588.83752	-746.02954	-73.77741	504.21225	668.60327	-92.51115	608.22369	-21.68070	1462.20471	-684.16095	
13	0.120	-814.69073	128.35675	-611.88477	755.72565	125.61253	-588.83710	-746.03729	-73.80045	504.18265	668.56946	-92.46191	608.25726	-21.66379	1462.20056	-684.17224	
14	0.130	-814.70245	128.38440	-611.90863	755.72577	125.59648	-588.84534	-746.03619	-73.74600	504.18063	668.59204	-92.50707	608.19977	-21.61745	1462.23792	-684.11694	
15	0.140	-814.71606	128.38548	-611.86151	755.75427	125.63692	-588.84869	-746.04846	-73.75581	504.18948	668.48901	-92.56138	608.20172	-21.63188	1462.24500	-684.17261	
16	0.150	-814.69934	128.33646	-611.91760	755.75879	125.59801	-588.85681	-746.03802	-73.73720	504.17807	668.57037	-92.47392	608.22943	-21.67779	1462.23901	-684.14294	
17	0.160	-814.71796	128.39201	-611.85547	755.76813	125.61470	-588.82928	-746.04724	-73.74465	504.17514	668.67743	-92.53645	608.35510	-21.62801	1462.24622	-684.16730	
18	0.170	-814.72302	128.38673	-611.83783	755.73322	125.59192	-588.84760	-746.05133	-73.78238	504.19891	668.62067	-92.47196	608.23450	-21.65665	1462.23511	-684.16168	
19	0.180	-814.47510	128.09361	-611.39893	755.74615	125.61669	-588.84552	-746.05798	-73.75680	504.21994	668.55328	-92.55102	608.19647	-21.62428	1462.23755	-684.16077	
20	0.190	-814.71204	128.37141	-611.86664	755.72461	125.60419	-588.87750	-746.03662	-73.76530	504.16373	668.47589	-92.53175	608.24731	-21.62098	1462.21289	-684.14679	
21	0.200	-814.47119	128.12488	-611.37213	755.76257	125.65824	-588.84100	-746.05347	-73.73172	504.19644	668.54944	-92.51624	608.22565	-21.66494	1462.24561	-684.19897	
22	0.210	-814.70648	128.35674	-611.87885	755.72504	125.60062	-588.86353	-746.07269	-73.72061	504.19092	668.64197	-92.41163	608.25262	-21.61337	1462.24536	-684.19952	
23	0.220	-814.68188	128.34019	-611.90259	755.75043	125.61710	-588.85327	-746.05457	-73.73316	504.20114	668.57489	-92.47811	608.24677	-21.65133	1462.26331	-684.14001	
24	0.230	-814.70557	128.39594	-611.86676	755.74286	125.59846	-588.83130	-746.04840	-73.72643	504.19534	668.45416	-92.55842	608.25024	-21.67274	1462.19971	-684.15302	
25	0.240	-814.69489	128.35675	-611.90442	755.76233	125.62129	-588.83905	-746.02795	-73.76965	504.20374	668.64618	-92.49509	608.39508	-21.66229	1462.19995	-684.16425	
26	0.250	-814.73151	128.37540	-611.87781	755.72699	125.60574	-588.84552	-746.01563	-73.76395	504.19296	668.65363	-92.57508	608.32312	-21.64106	1462.22290	-684.16125	
27	0.260	-814.47040	128.09926	-611.46442	755.72656	125.61423	-588.87378	-746.04590	-73.76409	504.20016	668.78296	-92.53724	608.29846	-21.63416	1462.19263	-684.15985	
28	0.270	-814.45789	128.13959	-611.40198	755.73999	125.60072	-588.85834	-746.06519	-73.77296	504.19974	668.54199	-92.52132	608.21790	-21.64695	1462.22607	-684.16412	
29	0.280	-814.44672	128.10867	-611.42267	755.72528	125.60828	-588.84491	-746.04895	-73.73981	504.19379	668.62201	-92.47338	608.23083	-21.66617	1462.24304	-684.16443	
30	0.290	-814.73743	128.40039	-611.88165	755.72644	125.62201	-588.84460	-746.08502	-73.73440	504.16394	668.53931	-92.50514	608.24194	-21.63200	1462.20313	-684.15271	
31	0.300	-814.67615	128.35619	-611.90979	755.73309	125.61214	-588.83405	-746.02344	-73.74176	504.19696	668.62561	-92.46241	608.23444	-21.64685	1462.22278	-684.15479	
32	0.310	-814.42053	128.09062	-611.39966	755.73279	125.60046	-588.81732	-746.03961	-73.75282	504.19382	668.62067	-92.46080	608.24237	-21.62141	1462.18604	-684.15656	
33	0.320	-814.70044	128.37917	-611.88330	755.70282	125.59173	-588.86060	-746.04742	-73.76284	504.20291	668.58905	-92.54642	608.17786	-21.63777	1462.22839	-684.19940	
